Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",3,4.41,Bantam,Paperback,969,2002,1998,,2011/02/06,,,read,,,,1,,,0,,,,,
43615,The Gunslinger,Stephen King,"King, Stephen",,"=""""","=""""",3,3.94,Plume,Paperback,231,2003,1982,,2011/02/06,,,read,,,,1,,,0,,,,,
326917,The Steampunk Trilogy,Paul Di Filippo,"Filippo, Paul Di",,"=""1568581025""","=""9781568581026""",0,3.36,Running Press,Paperback,352,1997,1995,,2011/02/06,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
18122,"The Amber Spyglass  (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",3,4.08,Laurel Leaf,Mass Market Paperback,467,2003,2000,,2011/02/06,,,read,,,,1,,,0,,,,,
18116,His Dark Materials (His Dark Materials #1-3),Philip Pullman,"Pullman, Philip",,"=""0440238609""","=""9780440238607""",3,4.25,Laurel Leaf Library,Mass Market Paperback,1088,2003,2000,,2011/02/06,,,read,,,,1,,,0,,,,,
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0060510862""","=""9780060510862""",3,4.14,Voyager,Paperback,278,2003,1974,,2010/12/18,,,read,,,,1,,,0,,,,,
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",0,4.25,Harper Trophy,Mass Market Paperback,329,2001,1986,,2011/02/01,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",5,4.53,Bantam,Mass Market Paperback,1177,2003,2000,2011/01/26,2011/01/13,,,read,I can see why people like this series: Book 3 has been the best so far!,,,1,,,0,,,,,
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Carlo Pagetti, Greg Bear","=""""","=""""",4,3.89,Signet Classics,Paperback,118,2002,1895,2011/01/08,2010/12/18,,,read,"An old classic, but surprisingly good.",,,1,,,0,,,,,
49384,"Elminster: The Making of a Mage (Forgotten Realms: Elminster, #1)",Ed Greenwood,"Greenwood, Ed",,"=""0786902035""","=""9780786902033""",0,3.80,TSR,Mass Market Paperback,331,1995,1992,,2011/01/05,,,read,,,,1,,,0,,,,,
97991,"Elminster's Daughter (Elminster, #5)",Ed Greenwood,"Greenwood, Ed",,"=""0786937688""","=""9780786937684""",0,3.76,Wizards of the Coast,Mass Market Paperback,384,2005,2004,,2011/01/05,,,read,,,,1,,,0,,,,,
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",4,4.06,Bethany House Publishers ,Paperback,104,1999,1843,,2010/12/31,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.33,Scholastic Press,Hardcover,374,2008,2008,2010/12/27,2010/12/10,,,read,Very engaging; a fun and quick read.,,,1,,,0,,,,,
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",3,4.17,Voyager,Mass Market Paperback,206,1997,1954,,2010/12/18,,,read,,,,1,,,0,,,,,
29582,Foundation and Earth (Foundation #5),Isaac Asimov,"Asimov, Isaac",,"=""0553587579""","=""9780553587579""",2,4.06,Spectra,Paperback,500,2004,1986,,2010/12/18,,,read,,,,1,,,0,,,,,
76683,Foundation's Edge (Foundation #4),Isaac Asimov,"Asimov, Isaac",,"=""0553293389""","=""9780553293388""",2,4.13,Bantam/Spectra,Paperback,450,2010,1982,,2010/12/18,,,read,,,,1,,,0,,,,,
29581,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",3,4.21,Spectra Books,Hardcover,256,2004,1952,,2010/12/18,,,read,,,,1,,,0,,,,,
29580,Second Foundation (Foundation #3),Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",3,4.25,Bantam Spectra,Hardcover,256,2004,1953,,2010/12/18,,,read,,,,1,,,0,,,,,
337116,The Difference Engine ,William Gibson,"Gibson, William",Bruce Sterling,"=""055329461X""","=""9780553294613""",0,3.45,Spectra Books,Paperback,429,1992,1990,,2010/12/18,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
42432,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,"Herbert, Frank",,"=""0575075066""","=""9780575075061""",3,3.86,Victor Gollancz,Paperback,454,2003,1981,,2010/12/18,,,read,,,,1,,,0,,,,,
32829,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Jules Verne,"Verne, Jules",,"=""0553213970""","=""9780553213973""",3,3.86,Bantam,Paperback,240,2006,1864,,2010/12/18,,,read,,,,1,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",1,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,2010/12/18,,,read,,,,1,,,0,,,,,
112,Children of Dune (Dune Chronicles #3),Frank Herbert,"Herbert, Frank",,"=""""","=""""",3,3.94,Ace Books,Mass Market Paperback,408,1987,1976,,2010/12/18,,,read,,,,1,,,0,,,,,
13,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",3,4.36,Del Rey Books,Paperback,815,2002,1996,,2010/12/18,,,read,,,,1,,,0,,,,,
61666,Contact,Carl Sagan,"Sagan, Carl",William Olivier Desmond,"=""2266079999""","=""9782266079990""",0,4.13,Pocket,Mass Market Paperback,580,1997,1985,,2010/12/18,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",3,4.30,Starscape,Paperback,469,2002,1999,,2010/12/18,,,read,,,,1,,,0,,,,,
33507,"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",Jules Verne,"Verne, Jules",Anthony Bonner,"=""076072850X""","=""9780760728505""",0,3.89,Barnes & Noble,Hardcover,394,2002,1870,,2010/12/18,,,read,,,,1,,,0,,,,,
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",4,4.15,Hodder & Stoughton,Paperback,288,2005,1966,,2010/12/18,,,read,,,,1,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",3,4.10,Del Rey Books,Mass Market Paperback,224,1987,1953,,2010/12/18,,,read,,,,1,,,0,,,,,
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",0,3.83,Modern Library,Paperback,192,2002,1898,,2010/12/18,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0451457994""","=""9780451457998""",4,4.15,Roc,Paperback,297,2000,1968,,2010/12/18,,,read,,,,1,,,0,,,,,
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",3,4.07,Tor Books,Paperback,382,1994,1986,,2010/12/18,,,read,,,,1,,,0,,,,,
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,"=""0380508567""","=""9780380508563""",4,4.41,,Paperback,679,1974,1953,,2010/12/18,,,read,,,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.20,Bantam Books,Hardcover,224,2004,1950,,2010/12/18,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""0553278223""","=""9780553278224""",0,4.14,Bantam/Spectra,Paperback,182,1984,1949,,2010/12/18,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
83763,Prey,Michael Crichton,"Crichton, Michael",,"=""0061015725""","=""""",2,3.76,Avon,Paperback,507,2004,2002,,2010/12/18,,,read,,,,1,,,0,,,,,
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",3,3.85,Arrow Books,Mass Market Paperback,489,2000,1999,,2010/12/18,,,read,,,,1,,,0,,,,,
455373,Sphere,Michael Crichton,"Crichton, Michael",,"=""""","=""""",4,3.80,Ballantine Books,Paperback,371,1997,1987,,2010/12/18,,,read,,,,1,,,0,,,,,
61975,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,"McCaffrey, Anne",,"=""0345484266""","=""9780345484260""",0,4.08,Del Rey,Paperback,299,2005,1968,,2010/12/18,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
7082,"Do Androids Dream of Electric Sheep? (Blade Runner, #1)",Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""0345404475""","=""9780345404473""",0,4.08,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2010/12/18,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
13651,"The Dispossessed (Hainish Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.20,Harper Voyager,Paperback,387,1994,1974,,2010/12/18,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
29396,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,"Butcher, Jim",,"=""044101268X""","=""9780441012688""",4,4.11,Ace,Paperback,504,2005,2004,2010/12/18,2010/12/02,,,read,"Started up a bit slow, but picked up speed and ended very nicely. I'll have to grab the other books in the series.",,,1,,,0,,,,,
1344000,"The Twelve Kingdoms: Sea of Wind (The Twelve Kingdoms, #2)",Fuyumi Ono,"Ono, Fuyumi","Akihiro Yamada, Alexander O. Smith, Elye J. Alexander","=""1598169475""","=""9781598169478""",4,4.21,TokyoPop,Hardcover,317,2008,1993,2010/12/07,2010/12/05,,,read,Surprisingly good and engaging. The world is beautifully described.,,,1,,,0,,,,,
6567484,Servant of a Dark God,John D. Brown,"Brown, John D.",,"=""0765322358""","=""9780765322357""",3,3.53,Tor Books,Hardcover,448,2009,2009,2010/12/04,2010/12/02,,,read,"Interesting world, characters, and story, though I've seen some better. It's a great read considering it's only a debut novel. Magic system was teased out throughout the whole book and even at the end we're still in the dark about most of it. The upcoming books will be things to look out for.",,,1,,,0,,,,,
6014190,"The Edge of the World (Terra Incognita, #1)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""0316004189""","=""9780316004183""",4,3.52,Orbit,Paperback,608,2009,2009,,2010/12/02,,,read,,,,1,,,0,,,,,
5038,"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,"Goodkind, Terry",,"=""0765340747""","=""9780765340740""",1,3.69,Tor Books,Mass Market Paperback,725,2002,2002,,2010/12/02,,,read,,,,1,,,0,,,,,
234184,"Stone of Tears (Sword of Truth, #2)",Terry Goodkind,"Goodkind, Terry",,"=""0312857063""","=""9780312857066""",4,4.09,Tor Books,Hardcover,703,1995,1995,,2010/12/02,,,read,,,,1,,,0,,,,,
104088,"The Wandering Fire (The Fionavar Tapestry, #2)",Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451458265""","=""9780451458261""",0,4.11,Roc,Paperback,375,2001,1986,,2010/12/02,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
15567,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",Terry Brooks,"Brooks, Terry",,"=""1857231325""","=""9781857231328""",0,3.95,Orbit,Paperback,512,1999,1985,,2010/12/02,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""1857232097""","=""9781857232097""",4,4.15,Orbit,Paperback,912,1994,1993,,2010/12/02,,,read,,,,1,,,0,,,,,
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""0812513754""","=""9780812513752""",5,4.13,Tor Books,Mass Market Paperback,1011,1995,1994,,2010/12/02,,,read,,,,1,,,0,,,,,
93768,"War of the Twins (Dragonlance: Legends, #2)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786932171""","=""9780786932177""",2,4.14,Wizards of the Coast,Hardcover,411,2004,1986,,2010/12/02,,,read,,,,1,,,0,,,,,
68378,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786930705""","=""9780786930708""",3,4.09,Wizards of the Coast,Hardcover,352,2003,1985,,2010/12/02,,,read,,,,1,,,0,,,,,
23454,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""1932796789""","=""9781932796780""",3,4.09,Devil's Due Publishing,Paperback,358,2007,1985,,2010/12/02,,,read,,,,1,,,0,,,,,
29187,"Time of the Twins (Dragonlance: Legends, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786931582""","=""9780786931583""",3,4.16,Wizards of the Coast,Kindle Edition,389,2004,1986,,2010/12/02,,,read,,,,1,,,0,,,,,
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",Margot Paronis,"=""0689845367""","=""9780689845369""",3,4.08,Gallery / Saga Press,Mass Market Paperback,180,2001,1970,,2010/12/02,,,read,,,,1,,,0,,,,,
7332,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith","=""0618391118""","=""9780618391110""",4,3.93,Houghton Mifflin Company,Hardcover,386,2004,1977,,2010/12/02,,,read,,,,1,,,0,,,,,
259836,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786915749""","=""9780786915743""",3,3.98,Wizards of the Coast,Paperback,444,2000,1984,,2010/12/02,,,read,,,,1,,,0,,,,,
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061142026""","=""9780061142024""",0,4.08,Harper Perennial,Paperback,248,2006,1997,,2010/12/02,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""""","=""""",3,4.26,HarperCollins,Paperback,767,2002,1956,,2010/12/02,,,read,,,,1,,,0,,,,,
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",5,4.17,Tor Books,Mass Market Paperback,814,1990,1990,,2010/12/02,,,read,,,,1,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",4,4.45,Bantam,Mass Market Paperback,835,2005,1996,,2010/12/02,,,read,,,,1,,,0,,,,,
8562526,Firstborn,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,3.96,Tor Books,Kindle Edition,47,2010,2008,,2010/12/02,,,read,,,,1,,,0,,,,,
1166599,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765302306""","=""9780765302304""",5,4.36,Tor Books,Hardcover,783,2009,2009,,2010/12/02,,,read,,,,1,,,0,,,,,
623976,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0439925509""","=""9780439925501""",3,3.90,Scholastic Press,Hardcover,308,2007,2007,,2010/12/02,,,read,,,,1,,,0,,,,,
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",5,4.48,Tor Books,Hardcover,572,2008,2008,,2010/12/02,,,read,,,,1,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",5,4.17,Tor Fantasy,Mass Market Paperback,638,2006,2005,,2010/12/02,,,read,,,,1,,,0,,,,,
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",5,4.35,Tor Books,Hardcover,590,2007,2007,,2010/12/02,,,read,,,,1,,,0,,,,,
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""076531178X""","=""9780765311788""",5,4.44,Tor Books,Hardcover,544,2006,2006,,2010/12/02,,,read,,,,1,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",1,3.88,Penguin Books,Paperback,103,2002,1937,,2010/12/02,,,read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üstüner, Celâl Üster, Peter Škerl","=""0452284244""","=""9780452284241""",4,3.95,NAL,Paperback,122,2003,1945,,2010/12/02,,,read,,,,1,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",Guy Abadia,"=""0553380958""","=""9780553380958""",3,4.02,Bantam Books,Paperback,438,2000,1992,,2010/12/02,,,read,,,,1,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",2,3.90,Ace Books,Mass Market Paperback,271,1984,1984,,2010/12/02,,,read,,,,1,,,0,,,,,
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",5,4.17,Bantam,Hardcover,244,2004,1951,,2010/12/02,,,read,,,,1,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""0441788386""","=""9780441788385""",3,3.92,Ace,Paperback,525,1991,1961,,2010/12/02,,,read,,,,1,,,0,,,,,
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2010/12/02,,,read,,,,1,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Alfredo Crespo,"=""0307347974""","=""9780307347978""",4,3.99,DeBolsillo,Mass Market Paperback,175,2004,1953,,2010/12/02,,,read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Marcelo Pen, Golo Mann, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer","=""""","=""""",3,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2010/12/02,,,read,,,,1,,,0,,,,,
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.90,Alfred A. Knopf,Paperback,503,2005,2002,,2010/12/02,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",3,3.99,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,,2010/12/02,,,read,,,,1,,,0,,,,,
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618260307""","=""9780618260300""",5,4.27,Houghton Mifflin,Paperback,366,2002,1937,,2010/12/02,,,read,,,,1,,,0,,,,,
